city,city_ascii,state_id,state_name,lat,lng
Mount Pleasant Mills,Mount Pleasant Mills,PA,Pennsylvania,40.7247,-77.02
Mayking,Mayking,KY,Kentucky,37.1336,-82.773
Mapleton,Mapleton,OR,Oregon,44.0325,-123.8609
Midway,Midway,AL,Alabama,32.0764,-85.5244
Highland Lake,Highland Lake,AL,Alabama,33.8876,-86.4244
Cecilia,Cecilia,KY,Kentucky,37.6622,-85.9522
Thayer,Thayer,KS,Kansas,37.4851,-95.4845
Greenwood,Greenwood,IL,Illinois,42.3954,-88.3836
Frankford,Frankford,MO,Missouri,39.4927,-91.3203
Mesa,Mesa,WA,Washington,46.5735,-119.0013
Holton,Holton,IN,Indiana,39.0752,-85.3847
Springfield,Springfield,WV,West Virginia,39.445,-78.6976
Big Water,Big Water,UT,Utah,37.0729,-111.6608
Wampum,Wampum,PA,Pennsylvania,40.8863,-80.3393
Fisk,Fisk,MO,Missouri,36.7826,-90.2077
Claremont,Claremont,MN,Minnesota,44.0449,-92.9976
Grand Tower,Grand Tower,IL,Illinois,37.6343,-89.5013
Monaville,Monaville,WV,West Virginia,37.8136,-81.9915
Edgar,Edgar,NE,Nebraska,40.3683,-97.971
Mulliken,Mulliken,MI,Michigan,42.763,-84.8963
Matthews,Matthews,IN,Indiana,40.3874,-85.498
Dupont City,Dupont City,WV,West Virginia,38.2657,-81.5691
Hawthorn,Hawthorn,PA,Pennsylvania,41.021,-79.2782
Titusville,Titusville,NJ,New Jersey,40.3087,-74.8767
Centralia,Centralia,KS,Kansas,39.7243,-96.1301
Kidder,Kidder,MO,Missouri,39.7822,-94.1023
Rote,Rote,PA,Pennsylvania,41.0781,-77.4114
Klickitat,Klickitat,WA,Washington,45.818,-121.1626
Dayton,Dayton,ID,Idaho,42.1118,-111.9779
Mount Blanchard,Mount Blanchard,OH,Ohio,40.8986,-83.5566
Carlock,Carlock,IL,Illinois,40.5835,-89.1288
Thompsonville,Thompsonville,IL,Illinois,37.9144,-88.7622
Dillard,Dillard,OR,Oregon,43.1082,-123.4262
Barnegat Light,Barnegat Light,NJ,New Jersey,39.753,-74.1095
Clearview,Clearview,WV,West Virginia,40.1399,-80.6898
Yates City,Yates City,IL,Illinois,40.7776,-90.0139
Turtle Lake,Turtle Lake,ND,North Dakota,47.5216,-100.8908
Arnoldsville,Arnoldsville,GA,Georgia,33.9103,-83.218
South Weldon,South Weldon,NC,North Carolina,36.4135,-77.6024
Sportsmen Acres,Sportsmen Acres,OK,Oklahoma,36.2458,-95.2517
Raleigh,Raleigh,FL,Florida,29.4479,-82.468
Oakwood,Oakwood,OH,Ohio,41.0927,-84.3747
Mountain Dale,Mountain Dale,NY,New York,41.6936,-74.5218
Iberia,Iberia,OH,Ohio,40.6747,-82.8403
Chestertown,Chestertown,NY,New York,43.6461,-73.7945
Johnson City,Johnson City,OR,Oregon,45.4046,-122.5794
Atlanta,Atlanta,MO,Missouri,39.8986,-92.48
Fairfield,Fairfield,ID,Idaho,43.3489,-114.8006
East Randolph,East Randolph,NY,New York,42.1693,-78.952
Hampton,Hampton,FL,Florida,29.8643,-82.138
Allendale,Allendale,IL,Illinois,38.5276,-87.7103
Wiscon,Wiscon,FL,Florida,28.5409,-82.4664
Ketchum,Ketchum,OK,Oklahoma,36.5251,-95.0341
New Salisbury,New Salisbury,IN,Indiana,38.3139,-86.1
Bass Lake,Bass Lake,CA,California,37.328,-119.5665
Worthington,Worthington,PA,Pennsylvania,40.838,-79.6351
Mamanasco Lake,Mamanasco Lake,CT,Connecticut,41.3189,-73.5253
Olive Branch,Olive Branch,IL,Illinois,37.1757,-89.3525
Altona,Altona,IL,Illinois,41.115,-90.1648
Moulton,Moulton,IA,Iowa,40.6856,-92.6763
Washburn,Washburn,MO,Missouri,36.5887,-93.9655
Portage,Portage,OH,Ohio,41.3232,-83.6468
Silverton,Silverton,TX,Texas,34.4714,-101.304
Newton Grove,Newton Grove,NC,North Carolina,35.2522,-78.3552
Leitersburg,Leitersburg,MD,Maryland,39.6928,-77.6206
Patoka,Patoka,IL,Illinois,38.754,-89.0958
Rail Road Flat,Rail Road Flat,CA,California,38.3246,-120.5169
Pryor,Pryor,MT,Montana,45.4125,-108.5291
Vayas,Vayas,PR,Puerto Rico,18.0541,-66.5858
Capon Bridge,Capon Bridge,WV,West Virginia,39.3,-78.4341
Cowan,Cowan,CA,California,37.5601,-120.9888
Floodwood,Floodwood,MN,Minnesota,46.9175,-92.9186
Corning,Corning,OH,Ohio,39.6016,-82.0876
Hatfield,Hatfield,IN,Indiana,37.903,-87.2219
Minocqua,Minocqua,WI,Wisconsin,45.8795,-89.7037
Stony Ridge,Stony Ridge,OH,Ohio,41.5075,-83.5093
Woodland,Woodland,NC,North Carolina,36.3306,-77.2149
Nevis,Nevis,MN,Minnesota,46.9646,-94.8423
Binger,Binger,OK,Oklahoma,35.3097,-98.343
Green Ridge,Green Ridge,MO,Missouri,38.6211,-93.4101
Vesper,Vesper,WI,Wisconsin,44.4805,-89.9676
Hartford,Hartford,AR,Arkansas,35.0236,-94.3799
Courtland,Courtland,CA,California,38.3329,-121.557
Bell City,Bell City,MO,Missouri,37.0237,-89.8196
San Jose,San Jose,AZ,Arizona,32.8169,-109.5957
Turrell,Turrell,AR,Arkansas,35.3763,-90.2704
Sopchoppy,Sopchoppy,FL,Florida,30.0598,-84.4854
Big Springs,Big Springs,NE,Nebraska,41.0609,-102.0745
Graeagle,Graeagle,CA,California,39.7572,-120.6486
Newark,Newark,WV,West Virginia,39.1219,-81.391
Willernie,Willernie,MN,Minnesota,45.0539,-92.9571
Holly Grove,Holly Grove,AR,Arkansas,34.6003,-91.1962
Andersonville,Andersonville,OH,Ohio,39.4338,-83.019
Bradenville,Bradenville,PA,Pennsylvania,40.3236,-79.3403
Albion,Albion,WA,Washington,46.7916,-117.2511
Meadowlands,Meadowlands,PA,Pennsylvania,40.2173,-80.2302
Weston,Weston,PA,Pennsylvania,40.9428,-76.14
Urbanna,Urbanna,VA,Virginia,37.6395,-76.5747
Belleplain,Belleplain,NJ,New Jersey,39.2662,-74.8672
Cerrillos Hoyos,Cerrillos Hoyos,PR,Puerto Rico,18.0656,-66.5687
Dodge City,Dodge City,AL,Alabama,34.0445,-86.8853
Carlisle,Carlisle,SC,South Carolina,34.5921,-81.4645
Tallula,Tallula,IL,Illinois,39.9457,-89.9365
Chevak,Chevak,AK,Alaska,61.5295,-165.5941
Bucoda,Bucoda,WA,Washington,46.7968,-122.868
Whitakers,Whitakers,NC,North Carolina,36.1057,-77.7131
West Kootenai,West Kootenai,MT,Montana,48.9652,-115.2213
Kiester,Kiester,MN,Minnesota,43.5365,-93.7111
Martin,Martin,KY,Kentucky,37.5667,-82.7604
Echo,Echo,OR,Oregon,45.7431,-119.1917
Vaughn,Vaughn,NM,New Mexico,34.6072,-105.2126
Calumet,Calumet,OK,Oklahoma,35.6014,-98.1248
Copperhill,Copperhill,TN,Tennessee,34.9952,-84.3749
Milton,Milton,IA,Iowa,40.6715,-92.1619
Trafford,Trafford,AL,Alabama,33.8187,-86.7465
Interlaken,Interlaken,NY,New York,42.6189,-76.7251
Garner,Garner,TX,Texas,32.827,-97.9847
Pantego,Pantego,NC,North Carolina,35.5874,-76.6594
Kandiyohi,Kandiyohi,MN,Minnesota,45.1315,-94.9328
Mardela Springs,Mardela Springs,MD,Maryland,38.4589,-75.7565
Glendale,Glendale,UT,Utah,37.3342,-112.6035
Fountain,Fountain,MN,Minnesota,43.7426,-92.1342
North Hodge,North Hodge,LA,Louisiana,32.2845,-92.7171
Jasper,Jasper,OR,Oregon,43.9892,-122.91
Rockford,Rockford,WA,Washington,47.4515,-117.1307
Cedar Rapids,Cedar Rapids,NE,Nebraska,41.5589,-98.1493
Starbrick,Starbrick,PA,Pennsylvania,41.8419,-79.2133
Buena Vista,Buena Vista,CA,California,38.2975,-120.9174
Mooreland,Mooreland,IN,Indiana,39.9973,-85.2513
Gadsden,Gadsden,AZ,Arizona,32.5564,-114.7811
Whittemore,Whittemore,MI,Michigan,44.2337,-83.8033
Bellwood,Bellwood,NE,Nebraska,41.3418,-97.2398
Blanco,Blanco,NM,New Mexico,36.7406,-107.806
La Harpe,La Harpe,KS,Kansas,37.9166,-95.3023
Rockford,Rockford,ID,Idaho,43.1892,-112.5306
Hume,Hume,IL,Illinois,39.7981,-87.8686
Lobo Canyon,Lobo Canyon,NM,New Mexico,35.2238,-107.7209
Hiltonia,Hiltonia,GA,Georgia,32.8833,-81.6613
Wellington,Wellington,KY,Kentucky,38.2167,-85.6703
Sugar Grove,Sugar Grove,PA,Pennsylvania,41.9837,-79.3395
Protection,Protection,KS,Kansas,37.2004,-99.4808
Walsh,Walsh,CO,Colorado,37.386,-102.2801
Windsor Heights,Windsor Heights,WV,West Virginia,40.1913,-80.6649
Trapper Creek,Trapper Creek,AK,Alaska,62.3189,-150.3965
Kreamer,Kreamer,PA,Pennsylvania,40.8004,-76.9707
Oxbow,Oxbow,ND,North Dakota,46.6687,-96.8101
Caswell Beach,Caswell Beach,NC,North Carolina,33.9073,-78.0471
Port Deposit,Port Deposit,MD,Maryland,39.6111,-76.098
Emery,Emery,UT,Utah,38.9252,-111.2522
Metamora,Metamora,IN,Indiana,39.4481,-85.1378
Arrey,Arrey,NM,New Mexico,32.8472,-107.3204
Ravia,Ravia,OK,Oklahoma,34.2411,-96.7564
Coupland,Coupland,TX,Texas,30.4568,-97.3979
Atlantic Mine,Atlantic Mine,MI,Michigan,47.1037,-88.6281
Mud Lake,Mud Lake,ID,Idaho,43.8431,-112.4798
Wilbur Park,Wilbur Park,MO,Missouri,38.5532,-90.3087
West Alexander,West Alexander,PA,Pennsylvania,40.107,-80.5092
Altamahaw,Altamahaw,NC,North Carolina,36.1868,-79.5051
Peter,Peter,UT,Utah,41.7716,-111.9859
Chase,Chase,KS,Kansas,38.3551,-98.3489
Keithsburg,Keithsburg,IL,Illinois,41.1004,-90.9353
Christoval,Christoval,TX,Texas,31.1976,-100.4933
Lovelady,Lovelady,TX,Texas,31.1279,-95.4456
Groveland,Groveland,CA,California,37.8325,-120.2392
Lipan,Lipan,TX,Texas,32.5187,-98.047
Muir,Muir,MI,Michigan,42.9973,-84.9359
Chain-O-Lakes,Chain-O-Lakes,IN,Indiana,41.7084,-86.38
Ottertail,Ottertail,MN,Minnesota,46.4267,-95.5637
Thompsonville,Thompsonville,MI,Michigan,44.5205,-85.9388
Pluckemin,Pluckemin,NJ,New Jersey,40.6454,-74.6355
Delaware,Delaware,IN,Indiana,39.1478,-85.2072
Pitkin,Pitkin,LA,Louisiana,30.9344,-92.9267
Otterville,Otterville,MO,Missouri,38.703,-93.0027
Harrisville,Harrisville,MI,Michigan,44.6575,-83.2945
The University of Virginia's College at Wise,The University of Virginia's College at Wise,VA,Virginia,36.9734,-82.5573
West Valley,West Valley,NY,New York,42.4037,-78.6115
Ailey,Ailey,GA,Georgia,32.1882,-82.5698
Cedar Grove,Cedar Grove,WV,West Virginia,38.2223,-81.4378
Evening Shade,Evening Shade,OK,Oklahoma,35.6195,-94.9104
Lewis,Lewis,KS,Kansas,37.937,-99.2547
Purple Sage,Purple Sage,WY,Wyoming,41.5515,-109.3199
Woodland,Woodland,MI,Michigan,42.7268,-85.1344
Strong City,Strong City,KS,Kansas,38.3955,-96.537
Cushman,Cushman,AR,Arkansas,35.8658,-91.7782
Zanesville,Zanesville,IN,Indiana,40.9155,-85.2806
Lafitte,Lafitte,LA,Louisiana,29.6957,-90.0995
Fredericktown,Fredericktown,PA,Pennsylvania,40.0019,-80.0092
Beverly Hills,Beverly Hills,MO,Missouri,38.6979,-90.2901
East Ellijay,East Ellijay,GA,Georgia,34.676,-84.4761
Foyil,Foyil,OK,Oklahoma,36.4306,-95.5219
Lewistown Heights,Lewistown Heights,MT,Montana,47.0784,-109.4735
Klondike Corner,Klondike Corner,NH,New Hampshire,42.964,-71.6389
Burkeville,Burkeville,VA,Virginia,37.1879,-78.2012
Emlyn,Emlyn,KY,Kentucky,36.7023,-84.1418
Florence,Florence,WI,Wisconsin,45.9266,-88.2463
Trenton,Trenton,NE,Nebraska,40.1747,-101.0136
Elaine,Elaine,AR,Arkansas,34.3087,-90.8533
Pioneer,Pioneer,LA,Louisiana,32.7381,-91.4381
Nelson,Nelson,NE,Nebraska,40.2012,-98.0687
Harvey Cedars,Harvey Cedars,NJ,New Jersey,39.6995,-74.1426
Ipava,Ipava,IL,Illinois,40.3526,-90.3235
Lone Oak,Lone Oak,TX,Texas,32.9961,-95.9406
Roberts,Roberts,IL,Illinois,40.6148,-88.1841
Milano,Milano,TX,Texas,30.7083,-96.8593
Hot Springs,Hot Springs,VA,Virginia,38.0013,-79.8239
Salyer,Salyer,CA,California,40.886,-123.5807
Pleasant Ridge,Pleasant Ridge,KY,Kentucky,37.5939,-86.9935
Cecil,Cecil,GA,Georgia,31.0466,-83.3906
Pleasant Valley,Pleasant Valley,OR,Oregon,45.3761,-123.7952
Palmyra,Palmyra,IL,Illinois,39.4345,-89.9959
Forest,Forest,LA,Louisiana,32.7925,-91.4126
Argyle,Argyle,MN,Minnesota,48.3366,-96.8162
Savanna,Savanna,OK,Oklahoma,34.8356,-95.8355
Winside,Winside,NE,Nebraska,42.1773,-97.1751
Saddle Rock Estates,Saddle Rock Estates,NY,New York,40.794,-73.7414
Breckenridge,Breckenridge,MO,Missouri,39.7614,-93.8046
Atkinson,Atkinson,NC,North Carolina,34.5275,-78.1697
Cowen,Cowen,WV,West Virginia,38.411,-80.5542
Gasburg,Gasburg,VA,Virginia,36.5588,-77.8722
Shoal Creek Drive,Shoal Creek Drive,MO,Missouri,37.037,-94.5228
Hope,Hope,KS,Kansas,38.6912,-97.0765
Rio Lucio,Rio Lucio,NM,New Mexico,36.1922,-105.72
Eastover,Eastover,SC,South Carolina,33.8779,-80.6949
Lahoma,Lahoma,OK,Oklahoma,36.3874,-98.0908
Kearney Park,Kearney Park,MS,Mississippi,32.5897,-90.3158
West Farmington,West Farmington,OH,Ohio,41.391,-80.974
Benton,Benton,PA,Pennsylvania,41.1955,-76.3847
Pleasant Groves,Pleasant Groves,AL,Alabama,34.735,-86.2054
Lafayette,Lafayette,MN,Minnesota,44.4471,-94.3927
Linville,Linville,VA,Virginia,38.52,-78.8358
Lanare,Lanare,CA,California,36.4377,-119.9322
Crown City,Crown City,OH,Ohio,38.5901,-82.2912
Montcalm,Montcalm,WV,West Virginia,37.3516,-81.2513
Wells,Wells,TX,Texas,31.4916,-94.9473
White,White,SD,South Dakota,44.4359,-96.646
Marysvale,Marysvale,UT,Utah,38.4384,-112.2544
Merigold,Merigold,MS,Mississippi,33.8392,-90.7264
Lewisburg,Lewisburg,LA,Louisiana,30.3659,-90.1052
Lemon Cove,Lemon Cove,CA,California,36.3809,-119.0284
Chalfant,Chalfant,CA,California,37.5105,-118.375
Montrose,Montrose,SD,South Dakota,43.6999,-97.1844
St. Marys Point,St. Marys Point,MN,Minnesota,44.9128,-92.7702
Cazadero,Cazadero,CA,California,38.5265,-123.0978
Gem Lake,Gem Lake,MN,Minnesota,45.058,-93.0405
Lanagan,Lanagan,MO,Missouri,36.6061,-94.4517
Ashley,Ashley,MI,Michigan,43.1873,-84.4762
Lena,Lena,WI,Wisconsin,44.953,-88.0476
Rensselaer Falls,Rensselaer Falls,NY,New York,44.5909,-75.319
Bluford,Bluford,IL,Illinois,38.3257,-88.735
Forestville,Forestville,PA,Pennsylvania,40.6938,-76.2925
Robards,Robards,KY,Kentucky,37.6766,-87.5333
Avon,Avon,UT,Utah,41.5354,-111.8125
Between,Between,GA,Georgia,33.8177,-83.8043
Decatur,Decatur,NE,Nebraska,42.0058,-96.2497
Buffalo,Buffalo,IL,Illinois,39.8499,-89.4091
Red Jacket,Red Jacket,WV,West Virginia,37.6488,-82.1316
Rock Ridge,Rock Ridge,CT,Connecticut,41.0345,-73.6484
Atlasburg,Atlasburg,PA,Pennsylvania,40.3436,-80.3803
Hawkeye,Hawkeye,IA,Iowa,42.9378,-91.9504
Bedford,Bedford,WY,Wyoming,42.8947,-110.9286
Narrowsburg,Narrowsburg,NY,New York,41.6034,-75.0563
South Range,South Range,MI,Michigan,47.0703,-88.644
Roanoke,Roanoke,LA,Louisiana,30.2356,-92.7481
Ellsworth,Ellsworth,IA,Iowa,42.3102,-93.5819
Fort Jennings,Fort Jennings,OH,Ohio,40.9067,-84.2997
Castorland,Castorland,NY,New York,43.8862,-75.5164
Mantoloking,Mantoloking,NJ,New Jersey,40.0435,-74.0514
Orient,Orient,OR,Oregon,45.4691,-122.3545
Sacred Heart,Sacred Heart,MN,Minnesota,44.7817,-95.3507
Lazy Y U,Lazy Y U,AZ,Arizona,35.1369,-113.9684
Elephant Head,Elephant Head,AZ,Arizona,31.7659,-110.9921
Rudd,Rudd,IA,Iowa,43.1262,-92.9047
Goose Creek Lake,Goose Creek Lake,MO,Missouri,37.9828,-90.3408
Wyola,Wyola,MT,Montana,45.1154,-107.3738
Langford,Langford,SD,South Dakota,45.6024,-97.8303
Cragsmoor,Cragsmoor,NY,New York,41.6655,-74.3912
Finley,Finley,TN,Tennessee,36.0357,-89.4799
Taylor Corners,Taylor Corners,CT,Connecticut,41.4464,-73.5288
Meadville,Meadville,MO,Missouri,39.7882,-93.2992
Franklintown,Franklintown,PA,Pennsylvania,40.0761,-77.0296
Hildreth,Hildreth,NE,Nebraska,40.3378,-99.0458
Hamilton Branch,Hamilton Branch,CA,California,40.2772,-121.0961
Coopers Plains,Coopers Plains,NY,New York,42.1793,-77.1375
Loch Lynn Heights,Loch Lynn Heights,MD,Maryland,39.3919,-79.3726
Limestone,Limestone,NY,New York,42.0229,-78.6331
Marshallville,Marshallville,NJ,New Jersey,39.2929,-74.7751
Williston,Williston,TN,Tennessee,35.1585,-89.3754
Delmar,Delmar,IA,Iowa,41.9989,-90.608
Ruth,Ruth,CA,California,40.2943,-123.3483
Jane Lew,Jane Lew,WV,West Virginia,39.11,-80.4085
Bentley,Bentley,KS,Kansas,37.8868,-97.5147
Polo,Polo,MO,Missouri,39.5495,-94.0395
Hickory Hills,Hickory Hills,PA,Pennsylvania,41.0347,-75.8221
Malcolm,Malcolm,NE,Nebraska,40.909,-96.8658
New Hamilton,New Hamilton,MS,Mississippi,33.7435,-88.4389
Angoon,Angoon,AK,Alaska,57.455,-134.4978
D'Hanis,D'Hanis,TX,Texas,29.3305,-99.2753
Wapella,Wapella,IL,Illinois,40.2218,-88.9612
Roann,Roann,IN,Indiana,40.9111,-85.9247
Standing Pine,Standing Pine,MS,Mississippi,32.6749,-89.4529
Nenana,Nenana,AK,Alaska,64.5384,-149.0856
Whitefield,Whitefield,OK,Oklahoma,35.2545,-95.2391
Bancroft,Bancroft,KY,Kentucky,38.2832,-85.6129
Powellton,Powellton,WV,West Virginia,38.0941,-81.322
Timberon,Timberon,NM,New Mexico,32.636,-105.6925
Gibson,Gibson,TN,Tennessee,35.8743,-88.8437
Moorland,Moorland,KY,Kentucky,38.2728,-85.58
Floyd,Floyd,VA,Virginia,36.9118,-80.3184
Finley Point,Finley Point,MT,Montana,47.7464,-114.0666
Cadyville,Cadyville,NY,New York,44.6977,-73.6441
Chillicothe,Chillicothe,TX,Texas,34.256,-99.5144
The Highlands,The Highlands,KS,Kansas,38.1659,-97.9497
Middleway,Middleway,WV,West Virginia,39.3032,-77.981
Stewart,Stewart,OH,Ohio,39.308,-81.8974
Newton,Newton,GA,Georgia,31.3167,-84.3379
Lake Arthur,Lake Arthur,NM,New Mexico,32.9994,-104.3637
Earling,Earling,IA,Iowa,41.7763,-95.419
Bedias,Bedias,TX,Texas,30.7792,-95.9469
Mullen,Mullen,NE,Nebraska,42.0427,-101.0446
Fifty Lakes,Fifty Lakes,MN,Minnesota,46.7618,-94.0898
Miccosukee,Miccosukee,FL,Florida,30.5931,-84.047
Ridgeway,Ridgeway,MO,Missouri,40.3781,-93.9379
Oval,Oval,PA,Pennsylvania,41.1522,-77.1745
Lafe,Lafe,AR,Arkansas,36.2092,-90.5043
Rocky Point,Rocky Point,OR,Oregon,42.4482,-122.1096
Naytahwaush,Naytahwaush,MN,Minnesota,47.2703,-95.6335
Breda,Breda,IA,Iowa,42.184,-94.975
Custer,Custer,WA,Washington,48.9127,-122.6369
Woodland,Woodland,MN,Minnesota,44.9524,-93.5155
Liverpool,Liverpool,TX,Texas,29.3018,-95.2746
Leaf River,Leaf River,IL,Illinois,42.1233,-89.404
Verona,Verona,MO,Missouri,36.9631,-93.7936
Declo,Declo,ID,Idaho,42.5196,-113.6288
Duncan,Duncan,MS,Mississippi,34.0418,-90.7459
Eldorado,Eldorado,PA,Pennsylvania,40.4812,-78.4392
Las Gaviotas,Las Gaviotas,PR,Puerto Rico,18.4368,-66.1907
Eakly,Eakly,OK,Oklahoma,35.3055,-98.556
Glen Elder,Glen Elder,KS,Kansas,39.5001,-98.3066
Norbourne Estates,Norbourne Estates,KY,Kentucky,38.2466,-85.6465
Union,Union,WV,West Virginia,37.5905,-80.5419
Rawlings,Rawlings,MD,Maryland,39.5403,-78.8858
Nordheim,Nordheim,TX,Texas,28.9239,-97.6141
Saint Benedict,Saint Benedict,PA,Pennsylvania,40.6276,-78.7295
Bland,Bland,MO,Missouri,38.3004,-91.6331
Point Place,Point Place,LA,Louisiana,31.6882,-93.0245
Madison,Madison,AR,Arkansas,35.0193,-90.7317
La Paz,La Paz,IN,Indiana,41.4561,-86.3082
Ripley,Ripley,CA,California,33.5238,-114.653
Cochiti Lake,Cochiti Lake,NM,New Mexico,35.6478,-106.3425
Woodside,Woodside,DE,Delaware,39.0711,-75.5677
South Mansfield,South Mansfield,LA,Louisiana,32.0181,-93.7237
North Garden,North Garden,VA,Virginia,37.9612,-78.6334
River Point,River Point,OR,Oregon,46.1434,-123.8041
Garfield,Garfield,WA,Washington,47.0103,-117.1395
Bancroft,Bancroft,WV,West Virginia,38.5107,-81.8417
Bowdle,Bowdle,SD,South Dakota,45.4512,-99.6565
Angus,Angus,TX,Texas,31.9976,-96.427
West Wilmerding,West Wilmerding,PA,Pennsylvania,40.3987,-79.8209
Bass Lake,Bass Lake,OH,Ohio,41.5555,-81.2257
Prairieton,Prairieton,IN,Indiana,39.37,-87.4745
Twin,Twin,AL,Alabama,33.9978,-87.8497
Troutville,Troutville,VA,Virginia,37.4168,-79.8779
Waveland,Waveland,IN,Indiana,39.8775,-87.0456
Lloydsville,Lloydsville,OH,Ohio,40.07,-80.9983
Prado Verde,Prado Verde,TX,Texas,31.8898,-106.6135
Bethel,Bethel,MN,Minnesota,45.4022,-93.2711
Caneyville,Caneyville,KY,Kentucky,37.4241,-86.4906
Calpella,Calpella,CA,California,39.2323,-123.197
Prairiewood Village,Prairiewood Village,SD,South Dakota,45.5094,-98.4194
New Stuyahok,New Stuyahok,AK,Alaska,59.4762,-157.271
Bertha,Bertha,MN,Minnesota,46.2671,-95.0618
Maddock,Maddock,ND,North Dakota,47.9624,-99.5293
Laurel Heights,Laurel Heights,NJ,New Jersey,39.457,-75.2235
Miltonvale,Miltonvale,KS,Kansas,39.3496,-97.4523
Grassflat,Grassflat,PA,Pennsylvania,41.0031,-78.1112
Rolling Hills,Rolling Hills,WY,Wyoming,42.9035,-105.8434
Mulberry,Mulberry,SC,South Carolina,33.9565,-80.3315
Sugarloaf,Sugarloaf,CO,Colorado,40.0189,-105.4078
Bay Port,Bay Port,MI,Michigan,43.8375,-83.374
Kulm,Kulm,ND,North Dakota,46.3019,-98.9468
Gordonville,Gordonville,MO,Missouri,37.3111,-89.6739
Hermleigh,Hermleigh,TX,Texas,32.6366,-100.7523
La Mesa,La Mesa,NM,New Mexico,32.1244,-106.709
Patton Village,Patton Village,CA,California,40.1407,-120.1782
Sarah Ann,Sarah Ann,WV,West Virginia,37.7086,-81.988
Symsonia,Symsonia,KY,Kentucky,36.9211,-88.5227
Mizpah,Mizpah,NJ,New Jersey,39.4814,-74.8385
Avoca,Avoca,WI,Wisconsin,43.1906,-90.326
Bonfield,Bonfield,IL,Illinois,41.145,-88.0542
Richmond Dale,Richmond Dale,OH,Ohio,39.2042,-82.8121
Blue River,Blue River,WI,Wisconsin,43.1844,-90.5719
South Williamson,South Williamson,KY,Kentucky,37.6633,-82.2879
Moran,Moran,KS,Kansas,37.9166,-95.1716
Stanford,Stanford,IN,Indiana,39.0898,-86.6667
Newell,Newell,CA,California,41.8898,-121.3675
Marble,Marble,NC,North Carolina,35.177,-83.9265
Shipman,Shipman,VA,Virginia,37.7272,-78.8424
Sorento,Sorento,IL,Illinois,39.0008,-89.5748
Danube,Danube,MN,Minnesota,44.791,-95.1029
Grand View,Grand View,ID,Idaho,42.9839,-116.0917
Eden,Eden,WY,Wyoming,42.0601,-109.4392
Franktown,Franktown,CO,Colorado,39.3906,-104.7486
Fayette,Fayette,UT,Utah,39.2244,-111.8539
Cullom,Cullom,IL,Illinois,40.8784,-88.2699
Hancock,Hancock,WI,Wisconsin,44.1333,-89.5209
Hackneyville,Hackneyville,AL,Alabama,33.0567,-85.9312
Maynard,Maynard,IA,Iowa,42.7738,-91.8774
Riverside,Riverside,WA,Washington,48.5048,-119.51
Helix,Helix,OR,Oregon,45.8507,-118.6591
Hickory,Hickory,MS,Mississippi,32.3167,-89.0217
Marine View,Marine View,WA,Washington,46.9637,-119.3508
West Brule,West Brule,SD,South Dakota,44.0727,-99.6383
Noxapater,Noxapater,MS,Mississippi,32.9936,-89.0636
Websterville,Websterville,VT,Vermont,44.1619,-72.4733
Webster,Webster,NC,North Carolina,35.35,-83.2188
Star Harbor,Star Harbor,TX,Texas,32.1927,-96.0542
Galien,Galien,MI,Michigan,41.8015,-86.4995
Neshkoro,Neshkoro,WI,Wisconsin,43.9649,-89.2159
Ojo Encino,Ojo Encino,NM,New Mexico,35.9525,-107.3445
El Paso,El Paso,AR,Arkansas,35.1153,-92.0812
Cadwell,Cadwell,GA,Georgia,32.3396,-83.042
Stanton,Stanton,ND,North Dakota,47.3187,-101.3822
Mexico,Mexico,PA,Pennsylvania,40.5417,-77.3583
Rock Island Arsenal,Rock Island Arsenal,IL,Illinois,41.5169,-90.5409
Linn,Linn,KS,Kansas,39.6793,-97.0869
Brady,Brady,NE,Nebraska,41.0223,-100.3676
Paradise Park,Paradise Park,CA,California,37.0062,-122.0425
Abbott,Abbott,TX,Texas,31.8868,-97.0799
Bancroft,Bancroft,MI,Michigan,42.8766,-84.0658
Kiamesha Lake,Kiamesha Lake,NY,New York,41.6806,-74.6652
Laurel Run,Laurel Run,PA,Pennsylvania,41.2195,-75.8446
Jewell,Jewell,KS,Kansas,39.6715,-98.1525
Westwood Hills,Westwood Hills,KS,Kansas,39.0389,-94.6097
Kapalua,Kapalua,HI,Hawaii,20.9959,-156.6418
Urich,Urich,MO,Missouri,38.4605,-93.999
Quincy,Quincy,OH,Ohio,40.2956,-83.9686
Lake Almanor Country Club,Lake Almanor Country Club,CA,California,40.2578,-121.147
White Lake,White Lake,SD,South Dakota,43.7283,-98.712
St. Paul,St. Paul,OR,Oregon,45.2123,-122.9772
Rosser,Rosser,TX,Texas,32.4648,-96.4431
Fort Cobb,Fort Cobb,OK,Oklahoma,35.1042,-98.4416
Keene,Keene,CA,California,35.2335,-118.6098
Elkton,Elkton,TN,Tennessee,35.0627,-86.8957
Adams Run,Adams Run,SC,South Carolina,32.7219,-80.3465
Millington,Millington,MD,Maryland,39.2629,-75.836
Freeport,Freeport,OH,Ohio,40.2109,-81.2686
Alta,Alta,WY,Wyoming,43.7737,-111.0312
Harrington,Harrington,WA,Washington,47.4803,-118.2554
Ovid,Ovid,CO,Colorado,40.9609,-102.3883
Clarkedale,Clarkedale,AR,Arkansas,35.2971,-90.2103
Orbisonia,Orbisonia,PA,Pennsylvania,40.2429,-77.893
